id,filename,suggested_alt_es,suggested_alt_en,project,service
875fb98dd6ba,El_Gran_Viaje_03.jpg,Proyecto gran: El Gran Viaje 03,Project gran: El Gran Viaje 03,gran,
b636a618fc7b,Bronze_Aluminum_Casting_08-154x300.jpg,Proyecto aluminum: Bronze Aluminum Casting 08 154x300,Project aluminum: Bronze Aluminum Casting 08 154x300,aluminum,bronze-casting
6ce3d8691da6,Welding_Polish_19.jpg,Proyecto polish: Welding Polish 19,Project polish: Welding Polish 19,polish,welding-polish
25ce81f959e4,Serena_14-150x150.jpg,Proyecto 150x150: Serena 14 150x150,Project 150x150: Serena 14 150x150,150x150,
bdad99891a2f,Alexander_Arrechea_13.jpg,Proyecto alexander: Alexander Arrechea 13,Project alexander: Alexander Arrechea 13,alexander,
1e720831b2ac,Bronze_04-150x150.jpg,Proyecto 150x150: Bronze 04 150x150,Project 150x150: Bronze 04 150x150,150x150,bronze-casting
94a0f760b32e,Clementina_01-500x450.jpg,Proyecto 500x450: Clementina 01 500x450,Project 500x450: Clementina 01 500x450,500x450,
3140841a1fb3,sculpture-enlargement_04.jpg,Proyecto enlargement: sculpture enlargement 04,Project enlargement: sculpture enlargement 04,enlargement,sculpture-modeling
eeb34e84c822,Serena_8-500x99999.jpg,Proyecto 500x99999: Serena 8 500x99999,Project 500x99999: Serena 8 500x99999,500x99999,
56d1ba3da348,Bronze_Aluminum_Casting_01-300x175.jpg,Proyecto aluminum: Bronze Aluminum Casting 01 300x175,Project aluminum: Bronze Aluminum Casting 01 300x175,aluminum,bronze-casting
bc78077099d4,patina_04-300x188.jpg,Proyecto patina: patina 04 300x188,Project patina: patina 04 300x188,patina,patina
cb4bf45c5aff,Wood_Crates_02-768x429.jpg,Proyecto crates: Wood Crates 02 768x429,Project crates: Wood Crates 02 768x429,crates,wood-crates
5ac239d7e4a0,patina_21.jpg,Proyecto patina: patina 21,Project patina: patina 21,patina,patina
896803ef816e,Wood_Crates_03-600x400.jpg,Proyecto 600x400: Wood Crates 03 600x400,Project 600x400: Wood Crates 03 600x400,600x400,wood-crates
ff664e9eb3c5,Equilibrio_03-150x150.jpg,Proyecto 150x150: Equilibrio 03 150x150,Project 150x150: Equilibrio 03 150x150,150x150,
f242ccc0c54a,Contra_Corriente_01-800x450.jpg,Proyecto 800x450: Contra Corriente 01 800x450,Project 800x450: Contra Corriente 01 800x450,800x450,
adb0b667c4c4,Micaela_09-272x182.jpg,Proyecto 272x182: Micaela 09 272x182,Project 272x182: Micaela 09 272x182,272x182,
007b2ba1f1f4,Dewax_02-272x182.jpg,Proyecto 272x182: Dewax 02 272x182,Project 272x182: Dewax 02 272x182,272x182,wax-casting
861ba9493db6,Saltamonte_06-99999x500.jpg,Proyecto 99999x500: Saltamonte 06 99999x500,Project 99999x500: Saltamonte 06 99999x500,99999x500,
0730cd621994,Sculture__Modeling_22-600x400.jpg,Proyecto 600x400: Sculture  Modeling 22 600x400,Project 600x400: Sculture  Modeling 22 600x400,600x400,sculpture-modeling
7f972460cf90,Serena_12-300x186.jpg,Proyecto 300x186: Serena 12 300x186,Project 300x186: Serena 12 300x186,300x186,
ded8fe991dbf,Welding_Polish_15-272x182.jpg,Proyecto 272x182: Welding Polish 15 272x182,Project 272x182: Welding Polish 15 272x182,272x182,welding-polish
e11d33b595b4,Saltamonte_08-500x99999.jpg,Proyecto 500x99999: Saltamonte 08 500x99999,Project 500x99999: Saltamonte 08 500x99999,500x99999,
3c4051830441,Durga_Ma_03.jpg,Proyecto durga: Durga Ma 03,Project durga: Durga Ma 03,durga,
45c412870a26,Serena_07.jpg,Proyecto serena: Serena 07,Project serena: Serena 07,serena,
746a204cd1b7,Dancer_03-500x450.jpg,Proyecto 500x450: Dancer 03 500x450,Project 500x450: Dancer 03 500x450,500x450,
c764ea956e37,Wax_Casting_05-99999x500.jpg,Proyecto 99999x500: Wax Casting 05 99999x500,Project 99999x500: Wax Casting 05 99999x500,99999x500,bronze-casting
4d0de379b2b0,sculpture-enlargement_05-150x150.jpg,Proyecto 150x150: sculpture enlargement 05 150x150,Project 150x150: sculpture enlargement 05 150x150,150x150,sculpture-modeling
23b45148498f,Equilibrio_05-272x182.jpg,Proyecto 272x182: Equilibrio 05 272x182,Project 272x182: Equilibrio 05 272x182,272x182,
02bf43f28b5e,Maquina_de_Coser_04-500x99999.jpg,Proyecto 500x99999: Maquina de Coser 04 500x99999,Project 500x99999: Maquina de Coser 04 500x99999,500x99999,
ebcebc4e42af,Poco_Nosotros_03.jpg,Proyecto nosotros: Poco Nosotros 03,Project nosotros: Poco Nosotros 03,nosotros,
e7571f00b3eb,Ballerina_01-350x350.jpg,Proyecto 350x350: Ballerina 01 350x350,Project 350x350: Ballerina 01 350x350,350x350,
129b3df38795,Welding_Polish_8.jpg,Proyecto polish: Welding Polish 8,Project polish: Welding Polish 8,polish,welding-polish
928a10854130,Eva_01.jpg,Proyecto eva: Eva 01,Project eva: Eva 01,eva,
6e66a41ce807,Serena_12-600x400.jpg,Proyecto 600x400: Serena 12 600x400,Project 600x400: Serena 12 600x400,600x400,
81e0ad896fb2,Viaje_Fantastico_Fabelo_05-600x400.jpg,Proyecto 600x400: Viaje Fantastico Fabelo 05 600x400,Project 600x400: Viaje Fantastico Fabelo 05 600x400,600x400,
380b0ec456f8,el-beso_Final_back-272x182.jpg,Proyecto 272x182: el beso Final back 272x182,Project 272x182: el beso Final back 272x182,272x182,
2fe0a34ff71b,Dewax_04-272x182.jpg,Proyecto 272x182: Dewax 04 272x182,Project 272x182: Dewax 04 272x182,272x182,wax-casting
bc0faedf59ba,American_Mask_06-350x350.jpg,Proyecto 350x350: American Mask 06 350x350,Project 350x350: American Mask 06 350x350,350x350,
268971368c81,Wax_Casting_09-300x210.jpg,Proyecto wax: Wax Casting 09 300x210,Project wax: Wax Casting 09 300x210,wax,bronze-casting
3e767c49c944,Maquina_de_Coser_07-587x400.jpg,Proyecto 587x400: Maquina de Coser 07 587x400,Project 587x400: Maquina de Coser 07 587x400,587x400,
94ffc7b39551,Bronze_Aluminum_Casting_11-600x400.jpg,Proyecto 600x400: Bronze Aluminum Casting 11 600x400,Project 600x400: Bronze Aluminum Casting 11 600x400,600x400,bronze-casting
71250e09f033,Suenos_Lucas_05-99999x500.jpg,Proyecto 99999x500: Suenos Lucas 05 99999x500,Project 99999x500: Suenos Lucas 05 99999x500,99999x500,
2b4897c75c1c,patina_16-272x182.jpg,Proyecto 272x182: patina 16 272x182,Project 272x182: patina 16 272x182,272x182,patina
b2f0018da5f8,Suenos_Lucas_07-196x300.jpg,Proyecto 196x300: Suenos Lucas 07 196x300,Project 196x300: Suenos Lucas 07 196x300,196x300,
776b812160e2,Saltamonte_04-150x150.jpg,Proyecto 150x150: Saltamonte 04 150x150,Project 150x150: Saltamonte 04 150x150,150x150,
680245e741da,Ceramic_Shell_12-272x182.jpg,Proyecto 272x182: Ceramic Shell 12 272x182,Project 272x182: Ceramic Shell 12 272x182,272x182,ceramic-shell
8366515700aa,patina_16-300x225.jpg,Proyecto 300x225: patina 16 300x225,Project 300x225: patina 16 300x225,300x225,patina
2fc2cd8ffa1c,Serena_12-500x99999.jpg,Proyecto 500x99999: Serena 12 500x99999,Project 500x99999: Serena 12 500x99999,500x99999,
6bb6aea48800,Water-_Jet_07-600x400.jpg,Proyecto 600x400: Water  Jet 07 600x400,Project 600x400: Water  Jet 07 600x400,600x400,water-jet
8d2a397d15be,Clementina_03-272x182.jpg,Proyecto 272x182: Clementina 03 272x182,Project 272x182: Clementina 03 272x182,272x182,
962b48e32dbc,Engineering_04-510x400.jpg,Servicio engineering: Engineering 04 510x400,Service engineering: Engineering 04 510x400,,engineering
884ad5b9bcf4,Dancer_02-272x182.jpg,Proyecto 272x182: Dancer 02 272x182,Project 272x182: Dancer 02 272x182,272x182,
ed8b99fa81dd,Equilibrio_02-272x182.jpg,Proyecto 272x182: Equilibrio 02 272x182,Project 272x182: Equilibrio 02 272x182,272x182,
8f99d961b939,Bronze_03-600x400.jpg,Proyecto 600x400: Bronze 03 600x400,Project 600x400: Bronze 03 600x400,600x400,bronze-casting
52e1f444f4e1,Water-_Jet_02-467x400.jpg,Proyecto jet: Water  Jet 02 467x400,Project jet: Water  Jet 02 467x400,jet,water-jet
9c6d8b6ac5ee,Equilibrio_03-99999x500.jpg,Proyecto 99999x500: Equilibrio 03 99999x500,Project 99999x500: Equilibrio 03 99999x500,99999x500,
f7acd72f8ae4,Restoration_Guajiro-Reide-Molina-150x150.jpg,Proyecto 150x150: Restoration Guajiro Reide Molina 150x150,Project 150x150: Restoration Guajiro Reide Molina 150x150,150x150,restoration
45daa28f0403,Equilibrio_06.jpg,Proyecto equilibrio: Equilibrio 06,Project equilibrio: Equilibrio 06,equilibrio,
2d992a4687f1,Dancer_03-150x150.jpg,Proyecto 150x150: Dancer 03 150x150,Project 150x150: Dancer 03 150x150,150x150,
f92bd821e25a,La_Gran_Carroza_04-150x150.jpg,Proyecto 150x150: La Gran Carroza 04 150x150,Project 150x150: La Gran Carroza 04 150x150,150x150,
f9a2e1f14ec8,Granite_Bases__Mounting_01.jpg,Proyecto bases: Granite Bases  Mounting 01,Project bases: Granite Bases  Mounting 01,bases,granite-bases
5a3f59f786f3,Eva_07-99999x500.jpg,Proyecto 99999x500: Eva 07 99999x500,Project 99999x500: Eva 07 99999x500,99999x500,
f31c1040235b,Serena_07-167x300.jpg,Proyecto serena: Serena 07 167x300,Project serena: Serena 07 167x300,serena,
01349cc3fb37,sculpture-enlargement_01-150x150.jpg,Proyecto 150x150: sculpture enlargement 01 150x150,Project 150x150: sculpture enlargement 01 150x150,150x150,sculpture-modeling
bf2e3f71c0f5,Serena_07-150x150.jpg,Proyecto 150x150: Serena 07 150x150,Project 150x150: Serena 07 150x150,150x150,
b4f108287495,Saltamonte_11-150x150.jpg,Proyecto 150x150: Saltamonte 11 150x150,Project 150x150: Saltamonte 11 150x150,150x150,
8057784c64e2,Poco_Nosotros_03-272x182.jpg,Proyecto 272x182: Poco Nosotros 03 272x182,Project 272x182: Poco Nosotros 03 272x182,272x182,
634625350a09,Bronze_03.jpg,Servicio bronze-casting: Bronze 03,Service bronze-casting: Bronze 03,,bronze-casting
e284f626a8a5,Equilibrio_07.jpg,Proyecto equilibrio: Equilibrio 07,Project equilibrio: Equilibrio 07,equilibrio,
e31fe5163fc5,Lira_02-272x182.jpg,Proyecto 272x182: Lira 02 272x182,Project 272x182: Lira 02 272x182,272x182,
d1592ae71763,Carlos_Manuel_de_Cespedes_02-99999x500.jpg,Proyecto 99999x500: Carlos Manuel de Cespedes 02 99999x500,Project 99999x500: Carlos Manuel de Cespedes 02 99999x500,99999x500,
ce0f8ad8c955,Reflexion_08-272x182.jpg,Proyecto 272x182: Reflexion 08 272x182,Project 272x182: Reflexion 08 272x182,272x182,
8f9be7bbb3a6,Clementina_04-600x400.jpg,Proyecto 600x400: Clementina 04 600x400,Project 600x400: Clementina 04 600x400,600x400,
aa839e9c7d65,Micaela_07-600x400.jpg,Proyecto 600x400: Micaela 07 600x400,Project 600x400: Micaela 07 600x400,600x400,
9f90580612f3,patina_06-490x400.jpg,Proyecto patina: patina 06 490x400,Project patina: patina 06 490x400,patina,patina
35e4ea72c235,Equilibrio_02-673x1024.jpg,Proyecto equilibrio: Equilibrio 02 673x1024,Project equilibrio: Equilibrio 02 673x1024,equilibrio,
54fa19d602f3,Maquina_de_Coser_10-600x400.jpg,Proyecto 600x400: Maquina de Coser 10 600x400,Project 600x400: Maquina de Coser 10 600x400,600x400,
b1ecf73b5831,Armonia_24-1-500x99999.jpg,Proyecto 500x99999: Armonia 24 1 500x99999,Project 500x99999: Armonia 24 1 500x99999,500x99999,
3c84c7f37f29,Saltamonte_01-768x477.jpg,Proyecto 768x477: Saltamonte 01 768x477,Project 768x477: Saltamonte 01 768x477,768x477,
a9478946d40a,Resine_Casting_Service_02-600x400.jpg,Proyecto 600x400: Resine Casting Service 02 600x400,Project 600x400: Resine Casting Service 02 600x400,600x400,bronze-casting
fe0351b9a17b,Welding_Polish_02-199x300.jpg,Proyecto polish: Welding Polish 02 199x300,Project polish: Welding Polish 02 199x300,polish,welding-polish
a6135d37a78d,Welding_Polish_03-272x182.jpg,Proyecto 272x182: Welding Polish 03 272x182,Project 272x182: Welding Polish 03 272x182,272x182,welding-polish
675ead6c6cac,Viaje_Fantastico_Fabelo_05-150x150.jpg,Proyecto 150x150: Viaje Fantastico Fabelo 05 150x150,Project 150x150: Viaje Fantastico Fabelo 05 150x150,150x150,
c6677dc92715,Reflexion_07-763x1024.jpg,Proyecto reflexion: Reflexion 07 763x1024,Project reflexion: Reflexion 07 763x1024,reflexion,
06282a56559f,Carlos_Manuel_de_Cespedes_02.jpg,Proyecto carlos: Carlos Manuel de Cespedes 02,Project carlos: Carlos Manuel de Cespedes 02,carlos,
30c1e4bed14d,Wood_Crates_01-600x400.jpg,Proyecto 600x400: Wood Crates 01 600x400,Project 600x400: Wood Crates 01 600x400,600x400,wood-crates
44ad5fdc8244,Sculture__Modeling_services.jpg,Proyecto modeling: Sculture  Modeling services,Project modeling: Sculture  Modeling services,modeling,sculpture-modeling
2ccab55410af,Armonia_23-500x450.jpg,Proyecto 500x450: Armonia 23 500x450,Project 500x450: Armonia 23 500x450,500x450,
ace6c41e2c7d,Sculture__Modeling_18-272x182.jpg,Proyecto 272x182: Sculture  Modeling 18 272x182,Project 272x182: Sculture  Modeling 18 272x182,272x182,sculpture-modeling
100dd3e6ca50,Resine_Casting_Service_02.jpg,Proyecto resine: Resine Casting Service 02,Project resine: Resine Casting Service 02,resine,bronze-casting
2785068ec6c4,Clementina_04-500x450.jpg,Proyecto 500x450: Clementina 04 500x450,Project 500x450: Clementina 04 500x450,500x450,
2bc7f9fcd441,Micaela_04-717x450.jpg,Proyecto micaela: Micaela 04 717x450,Project micaela: Micaela 04 717x450,micaela,
ff8c9a861529,El_Gran_Viaje_02-224x300.jpg,Proyecto 224x300: El Gran Viaje 02 224x300,Project 224x300: El Gran Viaje 02 224x300,224x300,
ba845310c13b,Engineering_04.jpg,Servicio engineering: Engineering 04,Service engineering: Engineering 04,,engineering
fbd94e16e078,Armonia_04-150x150.jpg,Proyecto 150x150: Armonia 04 150x150,Project 150x150: Armonia 04 150x150,150x150,
9c2b7becf4d9,Engineering03-272x182.jpg,Proyecto 272x182: Engineering03 272x182,Project 272x182: Engineering03 272x182,272x182,engineering
08320f48a65b,Guantanamera-Juan-C-Verdial-768x674.jpg,RUN Art Foundry: Guantanamera Juan C Verdial 768x674,RUN Art Foundry: Guantanamera Juan C Verdial 768x674,,
b270d230d4a3,La_Gran_Carroza_03-500x99999.jpg,Proyecto 500x99999: La Gran Carroza 03 500x99999,Project 500x99999: La Gran Carroza 03 500x99999,500x99999,
973759f24f07,American_Mask_04-350x350.jpg,Proyecto 350x350: American Mask 04 350x350,Project 350x350: American Mask 04 350x350,350x350,
09ef8b6d3ff6,Granite_Bases__Mounting_02-300x225.jpg,Proyecto 300x225: Granite Bases  Mounting 02 300x225,Project 300x225: Granite Bases  Mounting 02 300x225,300x225,granite-bases
a99be675d9b3,Durga_Ma_05-768x477.jpg,Proyecto 768x477: Durga Ma 05 768x477,Project 768x477: Durga Ma 05 768x477,768x477,
db956000792b,Equilibrio_02-99999x500.jpg,Proyecto 99999x500: Equilibrio 02 99999x500,Project 99999x500: Equilibrio 02 99999x500,99999x500,
7f991715a562,Welding_Polish_15-300x173.jpg,Proyecto polish: Welding Polish 15 300x173,Project polish: Welding Polish 15 300x173,polish,welding-polish
e4c45f4e947b,Armonia_24-350x350.jpg,Proyecto 350x350: Armonia 24 350x350,Project 350x350: Armonia 24 350x350,350x350,
9288f379b3fa,Dancer_02-300x202.jpg,Proyecto dancer: Dancer 02 300x202,Project dancer: Dancer 02 300x202,dancer,
f112ff56098a,Restoration-300x200.jpg,Proyecto 300x200: Restoration 300x200,Project 300x200: Restoration 300x200,300x200,restoration
3ff96d329c43,Welding_Polish_06.jpg,Proyecto polish: Welding Polish 06,Project polish: Welding Polish 06,polish,welding-polish
27fa984c9454,patina_19-300x206.jpg,Proyecto patina: patina 19 300x206,Project patina: patina 19 300x206,patina,patina
0fe9279112ca,Clementina_07-150x150.jpg,Proyecto 150x150: Clementina 07 150x150,Project 150x150: Clementina 07 150x150,150x150,
9679fb039d8e,Carlos_Manuel_de_Cespedes_01.jpg,Proyecto carlos: Carlos Manuel de Cespedes 01,Project carlos: Carlos Manuel de Cespedes 01,carlos,
de9dbc441022,Bronze_03-768x510.jpg,Servicio bronze-casting: Bronze 03 768x510,Service bronze-casting: Bronze 03 768x510,,bronze-casting
f51426da30a8,Micaela_07-500x450.jpg,Proyecto 500x450: Micaela 07 500x450,Project 500x450: Micaela 07 500x450,500x450,
7c49fa2dc363,Wax_Casting_04.jpg,Proyecto wax: Wax Casting 04,Project wax: Wax Casting 04,wax,bronze-casting
5b18976e74d5,Armonia_24-1-768x477.jpg,Proyecto 768x477: Armonia 24 1 768x477,Project 768x477: Armonia 24 1 768x477,768x477,
ac70df4c33f7,patina_16-600x400.jpg,Proyecto 600x400: patina 16 600x400,Project 600x400: patina 16 600x400,600x400,patina
bdf88905a88c,Sculture__Modeling_09-768x408.jpg,Proyecto modeling: Sculture  Modeling 09 768x408,Project modeling: Sculture  Modeling 09 768x408,modeling,sculpture-modeling
f07a628e14d7,Maquina_de_Coser_06.jpg,Proyecto coser: Maquina de Coser 06,Project coser: Maquina de Coser 06,coser,
1ceccf366ba3,Equilibrio_08.jpg,Proyecto equilibrio: Equilibrio 08,Project equilibrio: Equilibrio 08,equilibrio,
d4b3eb8eb74c,Viaje_Fantastico_Fabelo_07-99999x500.jpg,Proyecto 99999x500: Viaje Fantastico Fabelo 07 99999x500,Project 99999x500: Viaje Fantastico Fabelo 07 99999x500,99999x500,
4074384adff9,Durga_Ma_10-500x450.jpg,Proyecto 500x450: Durga Ma 10 500x450,Project 500x450: Durga Ma 10 500x450,500x450,
a6c7f32f5a5a,El_Gran_Viaje_03-500x99999.jpg,Proyecto 500x99999: El Gran Viaje 03 500x99999,Project 500x99999: El Gran Viaje 03 500x99999,500x99999,
b8da107b4e8f,Ceramic_Shell_03-300x181.jpg,Proyecto ceramic: Ceramic Shell 03 300x181,Project ceramic: Ceramic Shell 03 300x181,ceramic,ceramic-shell
316148c495c1,sculpture-enlargement_02-150x150.jpg,Proyecto 150x150: sculpture enlargement 02 150x150,Project 150x150: sculpture enlargement 02 150x150,150x150,sculpture-modeling
56d0662610fc,Wax_Casting_02-169x300.jpg,Proyecto 169x300: Wax Casting 02 169x300,Project 169x300: Wax Casting 02 169x300,169x300,bronze-casting
12c4a4c1ea0e,Welding_Polish_07-150x150.jpg,Proyecto 150x150: Welding Polish 07 150x150,Project 150x150: Welding Polish 07 150x150,150x150,welding-polish
92cd03c22af0,home_run_art_foundry-768x249.jpg,Proyecto home: home run art foundry 768x249,Project home: home run art foundry 768x249,home,bronze-casting
3861bfe2dd46,Silicon_Rubber_Molding_06.jpg,Proyecto molding: Silicon Rubber Molding 06,Project molding: Silicon Rubber Molding 06,molding,silicon-rubber-molding
565f1536096e,El_Gran_Viaje_03-800x450.jpg,Proyecto 800x450: El Gran Viaje 03 800x450,Project 800x450: El Gran Viaje 03 800x450,800x450,
dbcd57745935,Wax_Casting_06-300x169.jpg,Proyecto 300x169: Wax Casting 06 300x169,Project 300x169: Wax Casting 06 300x169,300x169,bronze-casting
a5f1a8820646,Mujer_Pajaros_03-600x400.jpg,Proyecto 600x400: Mujer Pajaros 03 600x400,Project 600x400: Mujer Pajaros 03 600x400,600x400,
65729a1ae119,el_rapto_de_mikaela-150x150.jpg,Proyecto 150x150: el rapto de mikaela 150x150,Project 150x150: el rapto de mikaela 150x150,150x150,
0298f41e1a40,Water-_Jet_10-171x300.jpg,Proyecto jet: Water  Jet 10 171x300,Project jet: Water  Jet 10 171x300,jet,water-jet
836eb7682710,Saltamonte_01-300x186.jpg,Proyecto 300x186: Saltamonte 01 300x186,Project 300x186: Saltamonte 01 300x186,300x186,
7332de21d2a4,Silicon_Rubber_Molding_02-161x300.jpg,Proyecto molding: Silicon Rubber Molding 02 161x300,Project molding: Silicon Rubber Molding 02 161x300,molding,silicon-rubber-molding
a720746590ee,Durga_Ma_10-593x450.jpg,Proyecto durga: Durga Ma 10 593x450,Project durga: Durga Ma 10 593x450,durga,
32cd05eb922b,Reflexion_06-300x186.jpg,Proyecto 300x186: Reflexion 06 300x186,Project 300x186: Reflexion 06 300x186,300x186,
93e62a47f735,Alexander_Arrechea_04-150x150.jpg,Proyecto 150x150: Alexander Arrechea 04 150x150,Project 150x150: Alexander Arrechea 04 150x150,150x150,
855cc4a2e49c,Water-_Jet_07-150x150.jpg,Proyecto 150x150: Water  Jet 07 150x150,Project 150x150: Water  Jet 07 150x150,150x150,water-jet
7912259add92,Welding_Polish_16-300x202.jpg,Proyecto polish: Welding Polish 16 300x202,Project polish: Welding Polish 16 300x202,polish,welding-polish
a29c899f2c9a,Viaje_Fantastico_Fabelo_15-600x400.jpg,Proyecto 600x400: Viaje Fantastico Fabelo 15 600x400,Project 600x400: Viaje Fantastico Fabelo 15 600x400,600x400,
015d893abb13,Maquina_de_Coser_02-150x150.jpg,Proyecto 150x150: Maquina de Coser 02 150x150,Project 150x150: Maquina de Coser 02 150x150,150x150,
7f113d2092d5,Viaje_Fantastico_Fabelo_09-161000x99999.jpg,Proyecto fabelo: Viaje Fantastico Fabelo 09 161000x99999,Project fabelo: Viaje Fantastico Fabelo 09 161000x99999,fabelo,
a43de8b2afc1,Ceramic_Shell_03-768x463.jpg,Proyecto ceramic: Ceramic Shell 03 768x463,Project ceramic: Ceramic Shell 03 768x463,ceramic,ceramic-shell
1dfb6f9d0bde,Wax_Casting_07-768x627.jpg,Proyecto wax: Wax Casting 07 768x627,Project wax: Wax Casting 07 768x627,wax,bronze-casting
73830a6ab907,Micaela_06-300x169.jpg,Proyecto 300x169: Micaela 06 300x169,Project 300x169: Micaela 06 300x169,300x169,
8aed7f147d7a,Carlos_Manuel_de_Cespedes_01-497x450.jpg,Proyecto carlos: Carlos Manuel de Cespedes 01 497x450,Project carlos: Carlos Manuel de Cespedes 01 497x450,carlos,
e7b119bf60f2,patina_18-272x182.jpg,Proyecto 272x182: patina 18 272x182,Project 272x182: patina 18 272x182,272x182,patina
2aecdfc93347,Ceramic_Shell_12-150x150.jpg,Proyecto 150x150: Ceramic Shell 12 150x150,Project 150x150: Ceramic Shell 12 150x150,150x150,ceramic-shell
33a8ebfd48a1,Ballerina_01.jpg,Proyecto ballerina: Ballerina 01,Project ballerina: Ballerina 01,ballerina,
55a3e82c31b2,American_Mask_04-99999x500.jpg,Proyecto 99999x500: American Mask 04 99999x500,Project 99999x500: American Mask 04 99999x500,99999x500,
686b52cacce7,Clementina_09-350x350.jpg,Proyecto 350x350: Clementina 09 350x350,Project 350x350: Clementina 09 350x350,350x350,
477f387a16ce,American_Dream_02.jpg,Proyecto american: American Dream 02,Project american: American Dream 02,american,
6b70a417c133,Dancer_01-300x188.jpg,Proyecto dancer: Dancer 01 300x188,Project dancer: Dancer 01 300x188,dancer,
e1c0a86a0be4,Carlos_Manuel_de_Cespedes_02-150x150.jpg,Proyecto 150x150: Carlos Manuel de Cespedes 02 150x150,Project 150x150: Carlos Manuel de Cespedes 02 150x150,150x150,
a875e97eb99b,una-fabrica-de-arte.jpg,RUN Art Foundry: una fabrica de arte,RUN Art Foundry: una fabrica de arte,,
c7aef6e4983f,La_Gran_Carroza_03-300x201.jpg,Proyecto carroza: La Gran Carroza 03 300x201,Project carroza: La Gran Carroza 03 300x201,carroza,
39b24b468615,Welding_Polish_17-150x150.jpg,Proyecto 150x150: Welding Polish 17 150x150,Project 150x150: Welding Polish 17 150x150,150x150,welding-polish
44d95fee740b,Reflexion_01-768x767.jpg,Proyecto reflexion: Reflexion 01 768x767,Project reflexion: Reflexion 01 768x767,reflexion,
8d77700e264b,el-beso_Final-500x450.jpg,Proyecto 500x450: el beso Final 500x450,Project 500x450: el beso Final 500x450,500x450,
7704f1c243a2,Ceramic_Shell_13-150x150.jpg,Proyecto 150x150: Ceramic Shell 13 150x150,Project 150x150: Ceramic Shell 13 150x150,150x150,ceramic-shell
04fa0c9cd22e,patina_02-150x150.jpg,Proyecto 150x150: patina 02 150x150,Project 150x150: patina 02 150x150,150x150,patina
e4eceb48c78b,Carlos_Manuel_de_Cespedes_01-350x350.jpg,Proyecto 350x350: Carlos Manuel de Cespedes 01 350x350,Project 350x350: Carlos Manuel de Cespedes 01 350x350,350x350,
c1e4dc9c3c44,Reflexion_04.jpg,Proyecto reflexion: Reflexion 04,Project reflexion: Reflexion 04,reflexion,
e47eb3fe0db2,Resine_Casting_Service_03.jpg,Proyecto resine: Resine Casting Service 03,Project resine: Resine Casting Service 03,resine,bronze-casting
fd52ab8799db,patina_04-768x480.jpg,Proyecto patina: patina 04 768x480,Project patina: patina 04 768x480,patina,patina
9bc85acaa5b4,Clementina_03-768x477.jpg,Proyecto 768x477: Clementina 03 768x477,Project 768x477: Clementina 03 768x477,768x477,
3d05b74b97b7,Ceramic_Shell_02.jpg,Proyecto ceramic: Ceramic Shell 02,Project ceramic: Ceramic Shell 02,ceramic,ceramic-shell
79960fd27fc0,Restoration_Israelita_04-300x253.jpg,Proyecto restoration: Restoration Israelita 04 300x253,Project restoration: Restoration Israelita 04 300x253,restoration,restoration
3667b36c4d1c,Maquina_de_Coser_08-272x182.jpg,Proyecto 272x182: Maquina de Coser 08 272x182,Project 272x182: Maquina de Coser 08 272x182,272x182,
4da8d963654b,hombre_saltamonte-300x169.jpg,Proyecto 300x169: hombre saltamonte 300x169,Project 300x169: hombre saltamonte 300x169,300x169,
44562d6338d5,Resine_Casting_Service_02-150x150.jpg,Proyecto 150x150: Resine Casting Service 02 150x150,Project 150x150: Resine Casting Service 02 150x150,150x150,bronze-casting
10b832b05a07,Alexander_Arrechea_03.jpg,Proyecto alexander: Alexander Arrechea 03,Project alexander: Alexander Arrechea 03,alexander,
cbdd6033f671,Viaje_Fantastico_Fabelo_14-150x150.jpg,Proyecto 150x150: Viaje Fantastico Fabelo 14 150x150,Project 150x150: Viaje Fantastico Fabelo 14 150x150,150x150,
f56bbf975dc1,Durga_Ma_07-272x182.jpg,Proyecto 272x182: Durga Ma 07 272x182,Project 272x182: Durga Ma 07 272x182,272x182,
f5334ac8ee1d,Viaje_Fantastico_Fabelo_09-768x477.jpg,Proyecto 768x477: Viaje Fantastico Fabelo 09 768x477,Project 768x477: Viaje Fantastico Fabelo 09 768x477,768x477,
b63191f57bd5,Reflexion_07-768x1031.jpg,Proyecto reflexion: Reflexion 07 768x1031,Project reflexion: Reflexion 07 768x1031,reflexion,
f16185779d46,Lira_08.jpg,Proyecto lira: Lira 08,Project lira: Lira 08,lira,
0adf6990e835,Welding_Polish_8-768x510.jpg,Proyecto polish: Welding Polish 8 768x510,Project polish: Welding Polish 8 768x510,polish,welding-polish
4ea768cefbe8,Ceramic_Shell_03-272x182.jpg,Proyecto 272x182: Ceramic Shell 03 272x182,Project 272x182: Ceramic Shell 03 272x182,272x182,ceramic-shell
fd9785859b30,Resine_Casting_Service_03-169x300.jpg,Proyecto 169x300: Resine Casting Service 03 169x300,Project 169x300: Resine Casting Service 03 169x300,169x300,bronze-casting
d1387ed1bdf8,Equilibrio_01-150x150.jpg,Proyecto 150x150: Equilibrio 01 150x150,Project 150x150: Equilibrio 01 150x150,150x150,
810a1ff6149f,Sculture__Modeling_22.jpg,Proyecto modeling: Sculture  Modeling 22,Project modeling: Sculture  Modeling 22,modeling,sculpture-modeling
